datetime,CL,GC,HG,HO,NG,PL
2025-07-01 00:00,0.05,0.53,,,0.06,0.90
2025-07-01 00:01,,4.51,,,0.23,3.43
2025-07-01 00:02,0.07,4.54,,,0.08,3.81
2025-07-01 00:03,,3.35,,,0.23,3.47
2025-07-01 00:04,,2.21,0.00,,0.26,3.96
2025-07-01 00:05,,2.86,0.01,,0.25,4.84
2025-07-01 00:06,,2.85,,,0.24,4.01
2025-07-01 00:07,,1.81,0.02,,0.17,26.47
2025-07-01 00:08,,1.58,0.03,,0.12,24.74
2025-07-01 00:09,,1.51,,,0.14,16.73
2025-07-01 00:10,,1.32,,,0.11,19.15
2025-07-01 00:11,,1.24,,,0.10,21.10
2025-07-01 00:12,,1.79,0.01,,0.09,16.19
2025-07-01 00:13,,1.66,0.01,,0.06,13.62
2025-07-01 00:14,,1.42,,,0.08,12.65
2025-07-01 00:15,,1.74,,,,11.46
2025-07-01 00:16,,1.98,,,0.11,11.18
2025-07-01 00:17,,2.77,,,0.09,10.74
2025-07-01 00:18,0.07,1.88,,,0.08,11.95
2025-07-01 00:19,,2.48,,,0.15,12.01
2025-07-01 00:20,,1.73,,,0.15,
2025-07-01 00:21,0.07,2.66,,,,10.45
2025-07-01 00:22,,2.06,,,0.14,10.13
2025-07-01 00:23,,2.12,0.01,,,
2025-07-01 00:24,,2.29,,,0.11,
2025-07-01 00:25,,2.15,0.01,,,8.42
2025-07-01 00:26,,3.26,0.02,,0.07,9.82
2025-07-01 00:27,,3.25,0.01,,0.08,10.50
2025-07-01 00:28,,2.84,0.02,,0.08,9.96
2025-07-01 00:29,,3.14,,,0.08,9.69
2025-07-01 00:30,0.23,2.48,,0.00,0.08,13.17
2025-07-01 00:31,,2.37,,,0.10,8.82
2025-07-01 00:32,0.23,1.97,0.01,,0.08,7.87
2025-07-01 00:33,,2.63,,,0.09,8.25
2025-07-01 00:34,0.23,2.60,,,0.09,
2025-07-01 00:35,,2.27,0.02,,0.08,7.95
2025-07-01 00:36,,2.18,,,0.07,8.29
2025-07-01 00:37,0.23,1.72,,,,8.81
2025-07-01 00:38,,1.62,,,,8.69
2025-07-01 00:39,0.23,1.86,0.02,,0.08,8.35
2025-07-01 00:40,,1.88,,,0.11,
2025-07-01 00:41,0.23,1.71,,,,
2025-07-01 00:42,0.23,1.78,0.01,,0.14,6.14
2025-07-01 00:43,,1.44,,,,6.61
2025-07-01 00:44,0.23,1.35,,,0.11,
2025-07-01 00:45,,1.73,0.01,,0.12,6.09
2025-07-01 00:46,0.23,1.98,,,0.11,6.40
2025-07-01 00:47,,2.19,,,,5.67
2025-07-01 00:48,,2.08,,,0.08,6.32
2025-07-01 00:49,,2.15,,,,4.82
2025-07-01 00:50,,2.40,,,,
2025-07-01 00:51,,2.20,,,0.07,
2025-07-01 00:52,,1.91,,,0.06,5.89
2025-07-01 00:53,,1.72,0.01,,,
2025-07-01 00:54,,2.04,,,0.08,
2025-07-01 00:55,,2.01,0.01,,,
2025-07-01 00:56,,2.08,,,0.08,
2025-07-01 00:57,,1.76,0.01,,0.06,4.73
2025-07-01 00:58,,1.99,0.01,,,4.04
2025-07-01 00:59,,2.22,,,0.07,5.43
2025-07-01 01:00,,2.70,0.01,,0.09,4.17
2025-07-01 01:01,0.31,3.54,0.03,0.01,0.11,3.84
2025-07-01 01:02,0.31,2.21,0.03,,0.10,3.77
2025-07-01 01:03,0.31,1.88,,0.01,0.12,3.33
2025-07-01 01:04,,1.96,0.04,,0.13,3.41
2025-07-01 01:05,0.31,2.32,0.07,,0.10,4.65
2025-07-01 01:06,0.31,2.32,0.05,0.03,0.11,4.43
2025-07-01 01:07,,2.13,0.04,,0.09,4.06
2025-07-01 01:08,,1.80,0.05,0.02,0.09,4.64
2025-07-01 01:09,,1.55,0.04,,0.09,4.23
2025-07-01 01:10,0.31,1.94,0.04,,0.09,
2025-07-01 01:11,0.31,2.10,,,0.11,4.24
2025-07-01 01:12,0.36,1.78,0.04,,0.08,4.84
2025-07-01 01:13,0.36,1.78,,,0.08,5.87
2025-07-01 01:14,,1.77,,,0.08,6.18
2025-07-01 01:15,,2.68,0.04,,0.10,6.35
2025-07-01 01:16,,2.76,0.06,,0.10,5.88
2025-07-01 01:17,0.36,2.95,0.04,0.03,0.08,5.92
2025-07-01 01:18,0.36,2.75,0.05,,0.08,5.72
2025-07-01 01:19,,2.93,0.06,,0.08,5.80
