datetime,CL,GC,HG,HO,NG,PL
2025-06-23 00:00,0.05,1.56,,0.02,,
2025-06-23 00:01,0.08,11.74,0.96,0.63,,0.00
2025-06-23 00:02,0.08,12.97,,0.95,0.03,0.07
2025-06-23 00:03,0.13,15.40,,1.18,0.04,
2025-06-23 00:04,0.23,12.33,,1.34,0.06,0.12
2025-06-23 00:05,0.25,20.56,,1.25,,
2025-06-23 00:06,0.40,19.34,,1.65,0.05,0.12
2025-06-23 00:07,0.84,19.93,0.16,3.71,0.05,0.21
2025-06-23 00:08,0.84,21.79,0.12,,0.09,
2025-06-23 00:09,0.84,19.86,,2.40,,
2025-06-23 00:10,0.84,17.31,0.07,,0.08,0.39
2025-06-23 00:11,0.84,13.59,0.09,3.74,0.09,0.91
2025-06-23 00:12,0.84,10.03,,4.42,0.08,0.91
2025-06-23 00:13,0.87,10.08,,5.50,0.10,0.91
2025-06-23 00:14,1.01,8.37,,5.40,0.09,0.91
2025-06-23 00:15,1.01,9.08,,5.74,,
2025-06-23 00:16,1.01,7.47,0.16,4.05,0.21,0.91
2025-06-23 00:17,1.01,7.54,,4.03,0.21,0.91
2025-06-23 00:18,1.01,8.50,,,0.24,
2025-06-23 00:19,1.01,7.55,,3.46,0.26,
2025-06-23 00:20,1.01,10.56,0.20,6.58,0.26,0.91
2025-06-23 00:21,1.01,13.18,0.21,5.48,,
2025-06-23 00:22,1.01,10.80,,,0.22,0.91
2025-06-23 00:23,1.01,13.90,0.17,6.03,0.22,0.91
2025-06-23 00:24,1.01,14.66,,,0.28,0.91
2025-06-23 00:25,1.01,13.72,,5.28,0.22,0.91
2025-06-23 00:26,1.01,10.08,0.12,4.03,0.24,
2025-06-23 00:27,1.01,8.39,,,0.18,0.91
2025-06-23 00:28,1.01,8.32,,5.22,,0.91
2025-06-23 00:29,1.01,7.22,,5.31,,0.96
2025-06-23 00:30,1.01,8.77,,,0.17,0.96
2025-06-23 00:31,1.01,8.40,,,0.14,0.96
2025-06-23 00:32,1.01,9.25,,5.07,0.14,0.96
2025-06-23 00:33,1.01,8.90,,,0.14,1.37
2025-06-23 00:34,1.04,7.59,,,0.17,1.37
2025-06-23 00:35,1.04,7.46,,5.57,0.16,
2025-06-23 00:36,1.04,6.38,,4.55,0.17,
2025-06-23 00:37,1.04,7.76,,,0.17,1.37
2025-06-23 00:38,1.04,8.14,,5.08,,
2025-06-23 00:39,1.04,7.54,,4.93,0.17,
2025-06-23 00:40,1.04,7.81,0.14,4.11,,1.37
2025-06-23 00:41,1.04,8.60,,4.55,0.16,1.42
2025-06-23 00:42,1.04,7.22,,,0.18,1.42
2025-06-23 00:43,1.04,7.59,0.10,4.91,0.23,1.42
2025-06-23 00:44,1.13,7.79,,,,1.42
2025-06-23 00:45,1.13,6.93,0.09,,0.22,1.42
2025-06-23 00:46,1.13,8.48,,,,1.42
2025-06-23 00:47,1.13,8.64,,4.17,,1.42
2025-06-23 00:48,1.13,8.38,,3.92,0.23,1.42
2025-06-23 00:49,1.13,12.05,0.14,2.95,0.18,1.42
2025-06-23 00:50,1.13,16.47,0.15,3.70,,
2025-06-23 00:51,1.13,15.08,0.17,,0.20,1.42
2025-06-23 00:52,1.13,12.01,,3.23,0.15,1.64
2025-06-23 00:53,1.13,9.66,,4.13,0.19,
2025-06-23 00:54,1.13,10.27,,4.59,,2.48
2025-06-23 00:55,1.13,9.78,,4.02,0.15,3.01
2025-06-23 00:56,1.13,9.00,0.28,,0.13,3.73
2025-06-23 00:57,1.13,11.45,0.30,5.63,,4.56
2025-06-23 00:58,1.13,12.15,,,0.11,4.56
2025-06-23 00:59,1.16,12.33,,,0.11,4.56
2025-06-23 01:00,1.16,13.16,0.22,5.03,0.11,4.56
2025-06-23 01:01,1.16,15.33,0.33,4.89,0.19,4.56
2025-06-23 01:02,1.16,14.66,0.62,3.62,0.21,4.56
2025-06-23 01:03,1.16,14.74,0.40,,0.24,4.56
2025-06-23 01:04,1.25,15.52,0.48,,0.29,4.56
2025-06-23 01:05,1.25,20.85,0.47,,0.18,4.56
2025-06-23 01:06,1.25,21.55,0.44,,0.20,4.56
2025-06-23 01:07,1.25,18.59,0.43,5.60,0.18,4.56
2025-06-23 01:08,1.25,17.72,0.54,,0.21,4.56
2025-06-23 01:09,1.39,20.03,0.48,,0.34,4.56
2025-06-23 01:10,1.64,27.16,0.77,,0.31,4.56
2025-06-23 01:11,1.75,31.99,0.71,6.96,0.30,4.56
2025-06-23 01:12,2.00,26.35,0.74,9.84,0.25,4.56
2025-06-23 01:13,2.12,23.70,0.85,10.27,0.30,4.56
2025-06-23 01:14,2.12,21.05,1.07,6.15,0.30,4.56
2025-06-23 01:15,2.12,27.42,0.96,5.45,0.28,4.56
2025-06-23 01:16,2.12,26.99,1.03,6.36,0.28,4.56
2025-06-23 01:17,2.12,35.09,1.07,6.44,0.25,4.56
2025-06-23 01:18,2.12,33.96,1.01,6.52,0.23,4.56
2025-06-23 01:19,2.12,36.87,1.06,6.65,,4.56
2025-06-23 01:20,2.12,36.12,1.07,6.35,0.24,4.56
2025-06-23 01:21,2.12,40.00,,7.82,0.24,4.56
2025-06-23 01:22,2.12,48.17,0.80,,,4.56
2025-06-23 01:23,2.12,47.39,0.70,,,4.56
