datetime,CL,GC,HG,HO,NG,PL
2025-07-03 00:00,,0.05,,,0.01,
2025-07-03 00:01,,4.53,0.21,,0.03,0.00
2025-07-03 00:02,,16.53,0.10,,,0.23
2025-07-03 00:03,,14.53,0.04,,0.03,0.26
2025-07-03 00:04,0.02,11.30,0.06,,0.02,0.31
2025-07-03 00:05,0.07,5.99,0.23,0.00,0.02,0.23
2025-07-03 00:06,,6.36,0.10,0.04,,0.26
2025-07-03 00:07,0.07,5.15,,0.03,0.02,0.27
2025-07-03 00:08,0.10,6.51,,,0.01,0.12
2025-07-03 00:09,0.10,6.76,,,,
2025-07-03 00:10,,7.70,,,0.01,0.17
2025-07-03 00:11,0.10,13.33,0.06,0.03,0.02,0.19
2025-07-03 00:12,0.12,13.58,0.07,,0.04,0.15
2025-07-03 00:13,,11.96,0.06,,0.04,0.47
2025-07-03 00:14,,11.20,,,,0.47
2025-07-03 00:15,,12.92,,,,0.50
2025-07-03 00:16,0.12,21.69,0.05,0.19,0.02,0.56
2025-07-03 00:17,0.12,22.37,,,,0.31
2025-07-03 00:18,0.12,19.90,,0.13,0.02,0.32
2025-07-03 00:19,0.20,21.07,0.03,,0.01,0.29
2025-07-03 00:20,0.25,22.09,0.03,,0.03,0.37
2025-07-03 00:21,0.25,33.58,,0.18,0.01,0.23
2025-07-03 00:22,,35.68,,,,0.46
2025-07-03 00:23,,25.04,,,,0.45
2025-07-03 00:24,,24.71,0.03,,0.04,0.60
2025-07-03 00:25,,26.32,0.03,,0.02,0.77
2025-07-03 00:26,0.25,33.37,0.05,0.13,,1.21
2025-07-03 00:27,,31.25,,,,2.27
2025-07-03 00:28,,32.68,0.06,,0.02,3.03
2025-07-03 00:29,,35.69,0.15,0.16,,4.65
2025-07-03 00:30,,32.72,0.10,,0.02,4.26
2025-07-03 00:31,,28.50,0.09,,,3.28
2025-07-03 00:32,,29.51,0.11,0.14,0.02,3.67
2025-07-03 00:33,0.25,28.68,0.12,,,5.80
2025-07-03 00:34,,25.28,0.12,,0.02,5.98
2025-07-03 00:35,0.25,24.56,0.09,,0.03,5.43
2025-07-03 00:36,,24.95,0.09,,,5.29
2025-07-03 00:37,,24.19,,,0.04,3.75
2025-07-03 00:38,,23.72,0.10,,0.05,4.75
2025-07-03 00:39,,28.91,,,0.05,
2025-07-03 00:40,,22.71,,,0.05,4.11
2025-07-03 00:41,,27.48,,,0.06,3.58
2025-07-03 00:42,,31.26,,,,3.16
2025-07-03 00:43,,31.64,,,0.05,3.27
2025-07-03 00:44,,28.86,,,,3.75
2025-07-03 00:45,,27.86,0.10,,0.04,3.39
2025-07-03 00:46,,27.33,0.11,,0.05,3.89
2025-07-03 00:47,,25.50,0.12,,0.05,3.25
2025-07-03 00:48,0.25,26.42,0.12,,0.05,4.43
2025-07-03 00:49,0.25,26.94,,,,5.69
2025-07-03 00:50,,23.56,0.13,,0.05,5.70
2025-07-03 00:51,0.25,23.66,0.13,,0.05,5.96
2025-07-03 00:52,,22.78,,,0.06,5.59
2025-07-03 00:53,,22.60,0.14,,,6.86
2025-07-03 00:54,,23.05,0.14,,,6.91
2025-07-03 00:55,,28.04,0.18,,0.06,6.38
2025-07-03 00:56,,26.54,0.13,,0.06,6.18
2025-07-03 00:57,0.25,23.55,0.11,,0.05,6.26
2025-07-03 00:58,0.25,25.97,0.12,,,6.66
2025-07-03 00:59,0.28,27.00,0.13,,0.06,6.20
2025-07-03 01:00,0.28,27.63,0.11,,,6.49
2025-07-03 01:01,0.28,31.68,0.15,0.18,0.09,5.80
2025-07-03 01:02,0.34,44.69,0.15,0.33,0.07,7.94
2025-07-03 01:03,0.34,50.97,0.12,0.18,0.08,7.73
2025-07-03 01:04,0.34,50.29,0.13,0.24,0.07,9.88
2025-07-03 01:05,0.34,58.37,,0.32,0.08,10.67
2025-07-03 01:06,0.34,58.16,0.11,0.27,0.07,11.00
2025-07-03 01:07,0.34,62.07,0.10,0.46,0.11,10.92
2025-07-03 01:08,0.34,61.79,0.11,0.34,0.07,14.57
2025-07-03 01:09,,60.20,0.14,,0.07,10.67
2025-07-03 01:10,0.34,60.90,0.13,,0.06,12.31
2025-07-03 01:11,0.36,53.26,,0.44,0.07,9.63
2025-07-03 01:12,0.36,44.99,,,0.08,8.19
2025-07-03 01:13,0.36,52.05,0.13,,0.16,10.92
2025-07-03 01:14,0.36,48.13,0.14,,0.13,9.65
2025-07-03 01:15,0.36,55.36,0.15,,0.11,9.55
2025-07-03 01:16,,47.24,0.17,,0.12,10.65
2025-07-03 01:17,0.36,43.92,0.12,,0.13,10.41
2025-07-03 01:18,0.36,38.52,0.13,0.25,0.11,9.70
2025-07-03 01:19,0.36,42.52,0.13,0.25,0.12,8.30
2025-07-03 01:20,,41.50,0.13,,0.12,10.06
2025-07-03 01:21,0.36,39.83,0.13,,0.10,10.38
2025-07-03 01:22,,43.67,0.16,,0.09,9.32
2025-07-03 01:23,0.42,49.63,0.15,,0.08,9.07
2025-07-03 01:24,0.42,52.44,0.19,,,10.11
2025-07-03 01:25,0.42,45.17,0.20,,0.08,9.75
