date, time, average_range
09/03/2025,22:00,12.79
09/03/2025,22:30,5.78
09/03/2025,23:00,6.83
09/03/2025,23:30,6.63
10/03/2025,00:00,8.03
10/03/2025,00:30,7.07
10/03/2025,01:00,9.83
10/03/2025,01:30,9.0
10/03/2025,02:00,8.86
10/03/2025,02:30,6.62
10/03/2025,03:00,6.48
10/03/2025,03:30,8.62
10/03/2025,04:00,5.04
10/03/2025,04:30,4.38
10/03/2025,05:00,5.76
10/03/2025,05:30,5.9
10/03/2025,06:00,7.83
10/03/2025,06:30,6.45
10/03/2025,07:00,7.82
10/03/2025,07:30,11.69
10/03/2025,08:00,11.34
10/03/2025,08:30,12.31
10/03/2025,09:00,17.31
10/03/2025,09:30,10.79
10/03/2025,10:00,13.0
10/03/2025,10:30,13.14
10/03/2025,11:00,14.0
10/03/2025,11:30,13.31
10/03/2025,12:00,14.93
10/03/2025,12:30,14.52
10/03/2025,13:00,14.38
10/03/2025,13:30,20.55
10/03/2025,14:00,17.72
10/03/2025,14:30,14.9
10/03/2025,15:00,15.41
10/03/2025,15:30,11.55
10/03/2025,16:00,9.1
10/03/2025,16:30,13.34
10/03/2025,17:00,17.31
10/03/2025,17:30,18.79
10/03/2025,18:00,14.03
10/03/2025,18:30,10.28
10/03/2025,19:00,13.21
10/03/2025,19:30,13.1
10/03/2025,20:00,6.76
10/03/2025,20:30,4.82
10/03/2025,22:00,6.24
10/03/2025,22:30,5.79
10/03/2025,23:00,5.24
10/03/2025,23:30,6.14
11/03/2025,00:00,7.38
11/03/2025,00:30,9.28
11/03/2025,01:00,17.83
11/03/2025,01:30,8.76
11/03/2025,02:00,9.86
11/03/2025,02:30,9.45
11/03/2025,03:00,7.17
11/03/2025,03:30,5.07
11/03/2025,04:00,5.44
11/03/2025,04:30,4.78
11/03/2025,05:00,4.86
11/03/2025,05:30,8.79
11/03/2025,06:00,8.21
11/03/2025,06:30,9.38
11/03/2025,07:00,10.55
11/03/2025,07:30,9.21
11/03/2025,08:00,9.72
11/03/2025,08:30,9.45
11/03/2025,09:00,8.14
11/03/2025,09:30,7.76
11/03/2025,10:00,7.21
11/03/2025,10:30,6.83
11/03/2025,11:00,6.86
11/03/2025,11:30,8.07
11/03/2025,12:00,8.66
11/03/2025,12:30,10.86
11/03/2025,13:00,14.76
11/03/2025,13:30,19.59
11/03/2025,14:00,16.66
11/03/2025,14:30,13.21
11/03/2025,15:00,12.24
11/03/2025,15:30,9.41
11/03/2025,16:00,7.62
11/03/2025,16:30,8.59
11/03/2025,17:00,10.03
11/03/2025,17:30,6.62
11/03/2025,18:00,7.69
11/03/2025,18:30,6.86
11/03/2025,19:00,6.24
11/03/2025,19:30,5.36
11/03/2025,20:00,5.83
11/03/2025,20:30,4.1
11/03/2025,22:00,4.79
11/03/2025,22:30,6.61
11/03/2025,23:00,6.31
11/03/2025,23:30,3.32
12/03/2025,00:00,4.46
12/03/2025,00:30,5.07
12/03/2025,01:00,6.72
12/03/2025,01:30,6.59
12/03/2025,02:00,5.68
12/03/2025,02:30,6.38
12/03/2025,03:00,6.61
12/03/2025,03:30,4.93
12/03/2025,04:00,6.0
12/03/2025,04:30,4.24
12/03/2025,05:00,5.64
12/03/2025,05:30,6.59
12/03/2025,06:00,8.28
12/03/2025,06:30,9.24
12/03/2025,07:00,8.66
12/03/2025,07:30,7.83
12/03/2025,08:00,8.28
12/03/2025,08:30,9.41
12/03/2025,09:00,12.24
12/03/2025,09:30,8.03
12/03/2025,10:00,7.76
12/03/2025,10:30,6.97
12/03/2025,11:00,5.72
12/03/2025,11:30,7.52
12/03/2025,12:00,8.93
12/03/2025,12:30,23.03
12/03/2025,13:00,20.76
12/03/2025,13:30,16.69
12/03/2025,14:00,12.86
12/03/2025,14:30,12.0
12/03/2025,15:00,14.38
12/03/2025,15:30,10.38
12/03/2025,16:00,14.79
12/03/2025,16:30,11.72
12/03/2025,17:00,11.07
12/03/2025,17:30,8.1
12/03/2025,18:00,7.24
12/03/2025,18:30,7.03
12/03/2025,19:00,7.64
12/03/2025,19:30,6.59
12/03/2025,20:00,5.75
12/03/2025,20:30,5.18
12/03/2025,22:00,4.52
12/03/2025,22:30,5.28
12/03/2025,23:00,6.31
12/03/2025,23:30,4.64
13/03/2025,00:00,4.18
13/03/2025,00:30,3.88
13/03/2025,01:00,7.48
13/03/2025,01:30,6.76
13/03/2025,02:00,6.14
13/03/2025,02:30,7.66
13/03/2025,03:00,6.72
13/03/2025,03:30,5.52
13/03/2025,04:00,5.48
13/03/2025,04:30,5.36
13/03/2025,05:00,5.21
13/03/2025,05:30,7.62
13/03/2025,06:00,8.07
13/03/2025,06:30,7.21
13/03/2025,07:00,7.03
13/03/2025,07:30,7.28
13/03/2025,08:00,10.83
13/03/2025,08:30,8.31
13/03/2025,09:00,8.97
13/03/2025,09:30,7.03
13/03/2025,10:00,7.17
13/03/2025,10:30,7.31
13/03/2025,11:00,7.93
13/03/2025,11:30,7.41
13/03/2025,12:00,10.76
13/03/2025,12:30,18.0
13/03/2025,13:00,14.38
13/03/2025,13:30,14.76
13/03/2025,14:00,12.66
13/03/2025,14:30,20.66
13/03/2025,15:00,19.62
13/03/2025,15:30,23.79
13/03/2025,16:00,15.03
13/03/2025,16:30,14.93
13/03/2025,17:00,13.76
13/03/2025,17:30,9.76
13/03/2025,18:00,9.03
13/03/2025,18:30,7.1
13/03/2025,19:00,6.96
13/03/2025,19:30,10.66
13/03/2025,20:00,6.07
13/03/2025,20:30,5.59
13/03/2025,22:00,8.34
13/03/2025,22:30,8.76
13/03/2025,23:00,5.28
13/03/2025,23:30,6.61
14/03/2025,00:00,5.38
14/03/2025,00:30,7.62
14/03/2025,01:00,14.45
14/03/2025,01:30,10.1
14/03/2025,02:00,8.59
14/03/2025,02:30,7.28
14/03/2025,03:00,6.07
14/03/2025,03:30,5.93
14/03/2025,04:00,6.31
14/03/2025,04:30,8.55
14/03/2025,05:00,6.28
14/03/2025,05:30,10.59
14/03/2025,06:00,7.24
14/03/2025,06:30,7.45
14/03/2025,07:00,8.07
14/03/2025,07:30,5.97
14/03/2025,08:00,9.14
14/03/2025,08:30,6.55
14/03/2025,09:00,7.34
14/03/2025,09:30,6.93
14/03/2025,10:00,9.86
14/03/2025,10:30,22.0
14/03/2025,11:00,10.55
14/03/2025,11:30,10.83
14/03/2025,12:00,10.69
14/03/2025,12:30,11.45
14/03/2025,13:00,14.0
14/03/2025,13:30,21.93
14/03/2025,14:00,19.62
14/03/2025,14:30,14.9
14/03/2025,15:00,19.66
14/03/2025,15:30,11.59
14/03/2025,16:00,10.93
14/03/2025,16:30,8.21
14/03/2025,17:00,8.48
14/03/2025,17:30,6.9
14/03/2025,18:00,6.24
14/03/2025,18:30,6.69
14/03/2025,19:00,6.24
14/03/2025,19:30,5.52
14/03/2025,20:00,5.04
14/03/2025,20:30,7.86
16/03/2025,22:00,10.52
16/03/2025,22:30,6.48
16/03/2025,23:00,6.43
16/03/2025,23:30,6.0
17/03/2025,00:00,7.55
17/03/2025,00:30,6.38
17/03/2025,01:00,11.03
17/03/2025,01:30,7.52
17/03/2025,02:00,5.45
17/03/2025,02:30,5.69
17/03/2025,03:00,4.85
17/03/2025,03:30,6.41
17/03/2025,04:00,5.07
17/03/2025,04:30,5.39
17/03/2025,05:00,4.66
17/03/2025,05:30,4.62
17/03/2025,06:00,6.28
17/03/2025,06:30,7.38
17/03/2025,07:00,5.52
17/03/2025,07:30,6.31
17/03/2025,08:00,6.66
17/03/2025,08:30,5.66
17/03/2025,09:00,6.93
17/03/2025,09:30,7.24
17/03/2025,10:00,6.1
17/03/2025,10:30,7.66
17/03/2025,11:00,5.93
17/03/2025,11:30,8.69
17/03/2025,12:00,18.59
17/03/2025,12:30,17.45
17/03/2025,13:00,14.97
17/03/2025,13:30,15.76
17/03/2025,14:00,13.9
17/03/2025,14:30,11.24
17/03/2025,15:00,12.76
17/03/2025,15:30,8.34
17/03/2025,16:00,8.21
17/03/2025,16:30,7.52
17/03/2025,17:00,5.79
17/03/2025,17:30,4.66
17/03/2025,18:00,6.76
17/03/2025,18:30,4.97
17/03/2025,19:00,4.62
17/03/2025,19:30,5.21
17/03/2025,20:00,4.52
17/03/2025,20:30,3.93
17/03/2025,22:00,3.78
17/03/2025,22:30,3.21
17/03/2025,23:00,3.78
17/03/2025,23:30,4.17
18/03/2025,00:00,7.0
18/03/2025,00:30,6.24
