date, time, average_range
16/03/2025,22:00,10.52
16/03/2025,22:30,6.48
16/03/2025,23:00,6.43
16/03/2025,23:30,6.0
17/03/2025,00:00,7.55
17/03/2025,00:30,6.38
17/03/2025,01:00,11.03
17/03/2025,01:30,7.52
17/03/2025,02:00,5.45
17/03/2025,02:30,5.69
17/03/2025,03:00,4.85
17/03/2025,03:30,6.41
17/03/2025,04:00,5.07
17/03/2025,04:30,5.39
17/03/2025,05:00,4.66
17/03/2025,05:30,4.62
17/03/2025,06:00,6.28
17/03/2025,06:30,7.38
17/03/2025,07:00,5.52
17/03/2025,07:30,6.31
17/03/2025,08:00,6.66
17/03/2025,08:30,5.66
17/03/2025,09:00,6.93
17/03/2025,09:30,7.24
17/03/2025,10:00,6.1
17/03/2025,10:30,7.66
17/03/2025,11:00,5.93
17/03/2025,11:30,8.69
17/03/2025,12:00,18.59
17/03/2025,12:30,17.45
17/03/2025,13:00,14.97
17/03/2025,13:30,15.76
17/03/2025,14:00,13.9
17/03/2025,14:30,11.24
17/03/2025,15:00,12.76
17/03/2025,15:30,8.34
17/03/2025,16:00,8.21
17/03/2025,16:30,7.52
17/03/2025,17:00,5.79
17/03/2025,17:30,4.66
17/03/2025,18:00,6.76
17/03/2025,18:30,4.97
17/03/2025,19:00,4.62
17/03/2025,19:30,5.21
17/03/2025,20:00,4.52
17/03/2025,20:30,3.93
17/03/2025,22:00,3.78
17/03/2025,22:30,3.21
17/03/2025,23:00,3.78
17/03/2025,23:30,4.17
18/03/2025,00:00,7.0
18/03/2025,00:30,6.24
18/03/2025,01:00,8.69
18/03/2025,01:30,10.48
18/03/2025,02:00,7.28
18/03/2025,02:30,8.31
18/03/2025,03:00,9.1
18/03/2025,03:30,5.96
18/03/2025,04:00,4.68
18/03/2025,04:30,6.11
18/03/2025,05:00,8.24
18/03/2025,05:30,8.0
18/03/2025,06:00,9.76
18/03/2025,06:30,8.0
18/03/2025,07:00,8.9
18/03/2025,07:30,7.38
18/03/2025,08:00,9.24
18/03/2025,08:30,8.9
18/03/2025,09:00,7.59
18/03/2025,09:30,10.45
18/03/2025,10:00,8.86
18/03/2025,10:30,7.76
18/03/2025,11:00,10.07
18/03/2025,11:30,7.79
18/03/2025,12:00,12.34
18/03/2025,12:30,11.79
18/03/2025,13:00,14.21
18/03/2025,13:30,22.52
18/03/2025,14:00,20.45
18/03/2025,14:30,14.38
18/03/2025,15:00,13.41
18/03/2025,15:30,9.66
18/03/2025,16:00,8.59
18/03/2025,16:30,8.48
18/03/2025,17:00,9.9
18/03/2025,17:30,7.83
18/03/2025,18:00,5.21
18/03/2025,18:30,5.52
18/03/2025,19:00,4.62
18/03/2025,19:30,5.38
18/03/2025,20:00,3.76
18/03/2025,20:30,4.92
18/03/2025,22:00,4.04
18/03/2025,22:30,3.05
18/03/2025,23:00,4.43
18/03/2025,23:30,3.48
19/03/2025,00:00,4.71
19/03/2025,00:30,4.64
19/03/2025,01:00,7.59
19/03/2025,01:30,5.1
19/03/2025,02:00,5.93
19/03/2025,02:30,6.0
19/03/2025,03:00,5.21
19/03/2025,03:30,5.9
19/03/2025,04:00,5.41
19/03/2025,04:30,5.36
19/03/2025,05:00,5.55
19/03/2025,05:30,9.69
19/03/2025,06:00,12.9
19/03/2025,06:30,10.0
19/03/2025,07:00,8.52
19/03/2025,07:30,9.79
19/03/2025,08:00,10.14
19/03/2025,08:30,10.31
19/03/2025,09:00,10.97
19/03/2025,09:30,6.86
19/03/2025,10:00,8.9
19/03/2025,10:30,8.55
19/03/2025,11:00,6.75
19/03/2025,11:30,8.41
19/03/2025,12:00,9.9
19/03/2025,12:30,9.52
19/03/2025,13:00,11.21
19/03/2025,13:30,16.34
19/03/2025,14:00,14.93
19/03/2025,14:30,10.55
19/03/2025,15:00,10.66
19/03/2025,15:30,8.14
19/03/2025,16:00,8.72
19/03/2025,16:30,8.36
19/03/2025,17:00,8.17
19/03/2025,17:30,6.76
19/03/2025,18:00,20.79
